MSN,YYYYMM,Value,Column_Order,Description,Unit
ESRCOUS,200108,5.076,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200109,5.003,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200110,4.975,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200111,4.78,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200112,4.692,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200113,4.845,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200201,4.557,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200202,4.606,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200203,4.569,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200204,4.655,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200205,4.805,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200206,4.853,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200207,4.897,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200208,4.826,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200209,4.746,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200210,4.672,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200211,4.584,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200212,4.467,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200213,4.691,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200301,4.403,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200302,4.38,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200303,4.533,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200304,4.799,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200305,4.899,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200306,5.035,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200307,5.008,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200308,4.995,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200309,4.816,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200310,4.784,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200311,4.726,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200312,4.504,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200313,4.739,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200401,4.449,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200402,4.474,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200403,4.6,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200404,4.75,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200405,4.796,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200406,4.897,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200407,4.942,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200408,5.013,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200409,4.945,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200410,4.741,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200411,4.691,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200412,4.509,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200413,4.738,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200501,4.468,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200502,4.567,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200503,4.589,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200504,4.738,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200505,4.918,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200506,5.033,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200507,5,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200508,5.056,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200509,5,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200510,4.9,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200511,4.939,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200512,4.71,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200513,4.839,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200601,4.816,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200602,4.932,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200603,4.94,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200604,5.122,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200605,5.24,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200606,5.347,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200607,5.386,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200608,5.365,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200609,5.392,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200610,5.243,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200611,5.052,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200612,4.876,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200613,5.159,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200701,4.97,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200702,4.86,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200703,5.001,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200704,5.143,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200705,5.179,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200706,5.323,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200707,5.314,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200708,5.324,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200709,5.257,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200710,5.179,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200711,5.091,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200712,4.918,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200713,5.136,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200801,4.804,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200802,4.799,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200803,4.894,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200804,5.088,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200805,5.262,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200806,5.379,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200807,5.487,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200808,5.518,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200809,5.448,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200810,5.453,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200811,5.376,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200812,5.166,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200813,5.23,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200901,5.2,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200902,5.269,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200903,5.303,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200904,5.393,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200905,5.508,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200906,5.475,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200907,5.503,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200908,5.532,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200909,5.538,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200910,5.389,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200911,5.205,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200912,5.047,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,200913,5.365,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201001,4.841,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201002,5.024,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201003,5.105,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201004,5.371,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201005,5.459,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201006,5.464,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201007,5.523,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201008,5.51,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201009,5.471,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201010,5.423,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201011,5.311,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201012,5.046,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201013,5.292,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201101,4.936,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201102,4.998,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201103,5.155,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201104,5.189,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201105,5.28,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201106,5.303,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201107,5.351,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201108,5.337,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201109,5.364,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201110,5.335,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201111,5.207,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201112,5.052,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201113,5.21,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201201,5.034,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201202,5.056,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201203,5.1,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201204,5.181,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201205,5.178,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201206,5.268,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201207,5.238,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201208,5.283,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201209,5.315,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201210,5.201,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201211,5.104,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201212,5.061,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201213,5.174,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201301,4.977,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201302,5.009,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201303,4.988,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201304,5.13,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201305,5.323,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201306,5.37,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201307,5.415,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201308,5.358,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201309,5.343,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201310,5.292,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201311,5.192,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201312,5.029,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201313,5.207,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201401,4.98,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201402,5.086,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201403,5.184,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201404,5.193,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201405,5.401,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201406,5.45,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201407,5.494,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201408,5.482,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201409,5.44,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201410,5.307,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201411,5.285,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201412,5.183,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201413,5.289,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201501,5.177,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201502,5.236,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201503,5.222,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201504,5.334,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201505,5.437,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201506,5.414,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201507,5.422,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201508,5.417,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201509,5.476,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201510,5.348,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201511,5.355,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201512,5.209,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201513,5.337,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201601,5.061,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201602,5.12,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201603,5.274,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201604,5.195,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201605,5.324,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201606,5.282,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201607,5.27,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201608,5.348,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201609,5.331,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201610,5.155,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201611,5.283,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201612,5.066,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201613,5.229,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201701,5.028,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201702,5.25,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201703,5.287,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201704,5.202,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201705,5.341,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201706,5.389,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201707,5.343,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201708,5.356,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201709,5.38,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201710,5.189,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201711,5.246,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201712,5.05,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201713,5.259,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201801,4.93,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201802,5.072,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201803,5.197,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201804,5.141,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201805,5.215,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201806,5.171,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201807,5.21,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201808,5.259,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201809,5.154,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201810,5.081,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201811,5.118,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201812,4.948,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201813,5.125,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201901,4.958,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201902,5.036,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201903,5.059,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201904,5.201,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201905,5.209,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201906,5.216,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201907,5.18,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201908,5.196,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201909,5.133,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201910,4.989,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201911,5.07,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201912,4.938,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,201913,5.101,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,202001,4.958,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,202002,4.968,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,202003,5.068,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,202004,Not Available,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCOUS,202005,Not Available,8,Cost of Residential Electricity,Cents per Kilowatthour
ESRCAUS,196013,25.744,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196113,25.485,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196213,25.232,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196313,23.945,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196413,23.636,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196513,22.33,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196613,20.805,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196713,20.182,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196813,19.37,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,196913,17.569,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197013,16.618,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197113,16.644,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197213,16.828,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197313,16.502,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197413,18.429,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197513,19.067,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197613,19.058,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197713,19.829,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197813,19.329,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,197913,18.57,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198013,19.207,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198113,19.99,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198213,20.956,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198313,21.187,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198413,20.169,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198513,20.129,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198613,19.842,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198713,19.221,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198813,18.531,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,198913,18.081,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199013,17.558,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199113,17.301,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199213,17.15,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199313,16.875,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199413,16.572,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199501,15.307,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199502,15.557,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199503,15.758,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199504,16.227,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199505,16.426,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199506,16.759,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199507,16.912,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199508,16.83,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199509,16.395,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199510,16.494,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199511,15.761,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199512,15.313,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199513,16.154,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199601,14.711,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199602,14.777,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199603,15.228,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199604,15.451,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199605,15.983,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199606,16.178,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199607,16.297,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199608,16.508,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199609,16.326,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199610,16.052,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199611,15.246,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199612,14.765,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199613,15.616,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199701,14.498,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199702,14.654,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199703,15.094,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199704,15.331,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199705,15.835,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199706,16.291,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199707,15.96,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199708,16.039,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199709,15.909,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199710,15.579,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199711,14.972,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199712,14.591,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199713,15.394,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199801,14.273,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199802,14.428,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199803,14.473,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199804,14.844,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199805,15.284,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199806,15.337,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199807,15.408,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199808,15.372,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199809,15.102,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199810,14.744,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199811,14.368,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199812,14.162,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199813,14.852,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199901,13.521,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199902,14.111,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199903,14.032,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199904,14.266,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199905,14.584,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199906,14.866,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199907,14.927,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199908,14.768,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199909,14.593,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199910,14.584,9,Cost of Residential Electricity,Dollars per Million Btu
ESRCAUS,199911,14.088,9,Cost of Residential Electricity,Dollars per Million Btu
